TYPE;SOUSTYPE;ADRESSE;CODE_POSTAL;VILLE;ARRONDISSEMENT;DATEDECL;ANNEE DECLARATION;MOIS DECLARATION;NUMERO;PREFIXE;INTERVENANT;CONSEIL DE QUARTIER;OBJECTID;geo_shape;geo_point_2d
Objets abandonnés;Équipements électriques et électroniques;10 rue saint-gilles ,75003 PARIS;75003;Paris 3;3.0;2012-12-27T02:00:00+01:00;2012;12;3195.0;S;Ramen en tant que prestataire de DansMaRue;RAMBUTEAU - FRANCS-BOURGEOIS;445530;"{""type"": ""Point"", ""coordinates"": [2.366666001180107, 48.85787999867243]}";48.8578799987, 2.36666600118
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;1-3 passage des postes ,75005 PARIS;75005;Paris 5;5.0;2012-12-28T02:00:00+01:00;2012;12;3344.0;S;graffitis;VAL DE GRACE;445536;"{""type"": ""Point"", ""coordinates"": [2.348938004354851, 48.840973001814994]}";48.8409730018, 2.34893800435
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;17 rue du four ,75006 PARIS;75006;Paris 6;6.0;2012-12-19T02:00:00+01:00;2012;12;2817.0;S;graffitis;ODEON;445560;"{""type"": ""Point"", ""coordinates"": [2.33470999998445, 48.85275699899233]}";48.852756999, 2.33470999998
Objets abandonnés;Portes, fenêtres, volets, vitres et sanitaires;135 boulevard saint-germain ,75006 PARIS;75006;Paris 6;6.0;2012-11-26T02:00:00+01:00;2012;11;4315.0;S;Ramen en tant que prestataire de DansMaRue;ODEON;445569;"{""type"": ""Point"", ""coordinates"": [2.336557995096692, 48.85299299818952]}";48.8529929982, 2.3365579951
Graffitis, tags, affiches et autocollants;... sur corbeille à déchets et mobilier urbain;3 rue de lyon ,75012 PARIS;75012;Paris 12;12.0;2012-10-30T02:00:00+01:00;2012;10;1029.0;S;DPE;ALIGRE - GARE DE LYON;445577;"{""type"": ""Point"", ""coordinates"": [2.3711989961495012, 48.848730000150276]}";48.8487300002, 2.37119899615
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;13 place de la république ,75003 PARIS;75003;Paris 3;3.0;2012-12-05T02:00:00+01:00;2012;12;723.0;S;graffitis;REAUMUR;445584;"{""type"": ""Point"", ""coordinates"": [2.362960997673961, 48.8673480026001]}";48.8673480026, 2.36296099767
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;45 rue de belleville ,75019 PARIS;75019;Paris 19;19.0;2012-11-29T02:00:00+01:00;2012;11;5024.0;S;DVD;BAS BELLEVILLE;503333;"{""type"": ""Point"", ""coordinates"": [2.3804739965580533, 48.87307399587653]}";48.8730739959, 2.38047399656
Voirie et déplacements;Chaussées:Revêtement manquant;13 rue de l'odéon ,75006 PARIS;75006;Paris 6;6.0;2012-12-13T02:00:00+01:00;2012;12;1867.0;S;DVD;ODEON;503470;"{""type"": ""Point"", ""coordinates"": [2.338546005635129, 48.85059700329007]}";48.8505970033, 2.33854600564
Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur immeuble, mur ou commerce;88 rue raynouard, 75016 PARIS;75016;Paris 16;16.0;2012-12-05T02:00:00+01:00;2012;12;627.0;S;DPE;MUETTE SUD;278199;"{""type"": ""Point"", ""coordinates"": [2.276951007828111, 48.853424001165635]}";48.8534240012, 2.27695100783
Graffitis, tags, affiches et autocollants;... sur corbeille à déchets et mobilier urbain;73 avenue mozart, 75016 PARIS;75016;Paris 16;16.0;2012-12-13T02:00:00+01:00;2012;12;1855.0;S;DPE;AUTEUIL NORD;567544;"{""type"": ""Point"", ""coordinates"": [2.26883300494495, 48.853333002373304]}";48.8533330024, 2.26883300494
Voirie et déplacements;Chaussées:Affaissement, trou, bosse, pavé arraché;2 rue de tournon ,75006 PARIS;75006;Paris 6;6.0;2012-12-12T02:00:00+01:00;2012;12;1797.0;S;DVD;ODEON;568063;"{""type"": ""Point"", ""coordinates"": [2.336976993194455, 48.850800000672955]}";48.8508000007, 2.33697699319
Propreté;Malpropreté du sol:Déchets divers épars;131 rue jeanne d'arc ,75013 PARIS;75013;Paris 13;13.0;2012-07-30T04:00:00+02:00;2012;7;331.0;S;DPE;SALPETRIERE - AUSTERLITZ;568399;"{""type"": ""Point"", ""coordinates"": [2.360485997448089, 48.83561699769026]}";48.8356169977, 2.36048599745
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;119 rue nationale ,75013 PARIS;75013;Paris 13;13.0;2012-07-30T04:00:00+02:00;2012;7;342.0;S;graffitis;NATIONALE - DEUX MOULINS;568400;"{""type"": ""Point"", ""coordinates"": [2.364517005868138, 48.82994499803647]}";48.829944998, 2.36451700587
Objets abandonnés;Planches et palettes;139-145 boulevard de l'hôpital ,75013 PARIS;75013;Paris 13;13.0;2012-08-06T04:00:00+02:00;2012;8;89.0;S;Ramen en tant que prestataire de DansMaRue;SALPETRIERE - AUSTERLITZ;568402;"{""type"": ""Point"", ""coordinates"": [2.35779399727482, 48.834799996421935]}";48.8347999964, 2.35779399727
Voirie et déplacements;Chaussées:Revêtement manquant;60 rue la condamine, 75017 PARIS;75017;Paris 17;17.0;2012-08-10T04:00:00+02:00;2012;8;185.0;S;DVD;BATIGNOLLES - CARDINET;568408;"{""type"": ""Point"", ""coordinates"": [2.321417901948903, 48.88560786541534]}";48.8856078654, 2.32141790195
Propreté;Malpropreté du sol:Déchets divers épars;187 rue du château des rentiers ,75013 PARIS;75013;Paris 13;13.0;2012-08-16T04:00:00+02:00;2012;8;252.0;S;DPE;NATIONALE - DEUX MOULINS;568410;"{""type"": ""Point"", ""coordinates"": [2.361075998572082, 48.830886995605795]}";48.8308869956, 2.36107599857
Propreté;Malpropreté du sol:Pied d'arbre souillé;place nationale ,75013 PARIS;75013;Paris 13;13.0;2012-08-21T04:00:00+02:00;2012;8;334.0;S;DPE;NATIONALE - DEUX MOULINS;568411;"{""type"": ""Point"", ""coordinates"": [2.365178005758732, 48.829051996621544]}";48.8290519966, 2.36517800576
Propreté;Malpropreté du sol:Déchets divers épars;46 avenue de choisy ,75013 PARIS;75013;Paris 13;13.0;2012-08-20T04:00:00+02:00;2012;8;321.0;S;DPE;OLYMPIADES - CHOISY;568412;"{""type"": ""Point"", ""coordinates"": [2.361231001141503, 48.8242449952651]}";48.8242449953, 2.36123100114
Objets abandonnés;Meubles et éléments de décoration;134-136 rue de la tour ,75116 PARIS;75016;Paris 16;16.0;2012-09-19T04:00:00+02:00;2012;9;471.0;S;Ramen en tant que prestataire de DansMaRue;MUETTE NORD;568427;"{""type"": ""Point"", ""coordinates"": [2.274306003116064, 48.86344499702984]}";48.863444997, 2.27430600312
Propreté;Malpropreté du sol:Autre;62 rue nationale ,75013 PARIS;75013;Paris 13;13.0;2012-10-04T04:00:00+02:00;2012;10;176.0;S;DPE;PATAY - MASSENA;568444;"{""type"": ""Point"", ""coordinates"": [2.367111993772674, 48.826095997066716]}";48.8260959971, 2.36711199377
Objets abandonnés;Meubles et éléments de décoration;11 rue thiboumery ,75015 PARIS;75015;Paris 15;15.0;2012-10-09T04:00:00+02:00;2012;10;284.0;S;Ramen en tant que prestataire de DansMaRue;ALLERAY - PROCESSION;568447;"{""type"": ""Point"", ""coordinates"": [2.304646996722488, 48.836149996603204]}";48.8361499966, 2.30464699672
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;41-43 rue de sèvres ,75006 PARIS;75006;Paris 6;7.0;2012-10-05T04:00:00+02:00;2012;10;210.0;S;DVD;SAINT-THOMAS D'AQUIN;568448;"{""type"": ""Point"", ""coordinates"": [2.325384995806671, 48.850791996979304]}";48.850791997, 2.32538499581
Propreté;Malpropreté du sol:Déchets divers épars;115 boulevard exelmans ,75016 PARIS;75016;Paris 16;16.0;2012-10-25T04:00:00+02:00;2012;10;654.0;S;DPE;AUTEUIL SUD;568450;"{""type"": ""Point"", ""coordinates"": [2.25883800324237, 48.84597999600868]}";48.845979996, 2.25883800324
Objets abandonnés;Équipements électriques et électroniques;Avenue de Villiers, 75017 PARIS;75017;Paris 17;17.0;2012-10-29T02:00:00+01:00;2012;10;805.0;S;Ramen en tant que prestataire de DansMaRue;PEREIRE - MALESHERBES;568453;"{""type"": ""Point"", ""coordinates"": [2.300223635721286, 48.884710456071815]}";48.8847104561, 2.30022363572
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;34 rue de la plaine ,75020 PARIS;75020;Paris 20;20.0;2012-10-30T02:00:00+01:00;2012;10;846.0;S;graffitis;PLAINE;568454;"{""type"": ""Point"", ""coordinates"": [2.403409997891401, 48.849952996261884]}";48.8499529963, 2.40340999789
Propreté;Malpropreté du sol:Urine;12-22 rue vercingétorix ,75014 PARIS;75014;Paris 14;14.0;2012-10-30T02:00:00+01:00;2012;10;1085.0;S;DPE;RASPAIL - MONTPARNASSE;568460;"{""type"": ""Point"", ""coordinates"": [2.321090005632588, 48.8379670010487]}";48.837967001, 2.32109000563
Propreté;Malpropreté des mobiliers de collecte des déchets:Corbeille de rue débordante;2 passage stendhal ,75020 PARIS;75020;Paris 20;20.0;2012-11-02T02:00:00+01:00;2012;11;70.0;S;DPE;SAINT-BLAISE;568461;"{""type"": ""Point"", ""coordinates"": [2.401228001859403, 48.861820001473475]}";48.8618200015, 2.40122800186
Objets abandonnés;Planches et palettes;255 rue lecourbe ,75015 PARIS;75015;Paris 15;15.0;2012-11-02T02:00:00+01:00;2012;11;130.0;S;Ramen en tant que prestataire de DansMaRue;SAINT-LAMBERT;568467;"{""type"": ""Point"", ""coordinates"": [2.292571002082033, 48.83935999542831]}";48.8393599954, 2.29257100208
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;44 rue boissonade ,75014 PARIS;75014;Paris 14;14.0;2012-11-05T02:00:00+01:00;2012;11;222.0;S;graffitis;RASPAIL - MONTPARNASSE;568470;"{""type"": ""Point"", ""coordinates"": [2.332148998202194, 48.83857699938012]}";48.8385769994, 2.3321489982
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;54-58 rue boissonade ,75014 PARIS;75014;Paris 14;14.0;2012-11-05T02:00:00+01:00;2012;11;220.0;S;graffitis;RASPAIL - MONTPARNASSE;568471;"{""type"": ""Point"", ""coordinates"": [2.33195299665429, 48.838309997838735]}";48.8383099978, 2.33195299665
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;54 boulevard saint-jacques ,75014 PARIS;75014;Paris 14;14.0;2012-11-06T02:00:00+01:00;2012;11;432.0;S;graffitis;RASPAIL - MONTPARNASSE;568476;"{""type"": ""Point"", ""coordinates"": [2.334143002295137, 48.83387800162651]}";48.8338780016, 2.3341430023
Objets abandonnés;Autre objet (hors catégories précédentes);1 rue plumet ,75015 PARIS;75015;Paris 15;15.0;2012-11-07T02:00:00+01:00;2012;11;758.0;S;Ramen en tant que prestataire de DansMaRue;ALLERAY - PROCESSION;568479;"{""type"": ""Point"", ""coordinates"": [2.309063004511828, 48.83946599695958]}";48.839465997, 2.30906300451
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;5 rue vesale ,75005 PARIS;75005;Paris 5;5.0;2012-11-24T02:00:00+01:00;2012;11;3940.0;S;graffitis;JARDIN DES PLANTES;650304;"{""type"": ""Point"", ""coordinates"": [2.353112001896859, 48.83816999483006]}";48.8381699948, 2.3531120019
Propreté;Malpropreté des mobiliers de collecte des déchets:Colonne à verre débordante;155-161 rue saint-maur ,75011 PARIS;75011;Paris 11;11.0;2012-11-21T02:00:00+01:00;2012;11;3294.0;S;DPE;BELLEVILLE - SAINT-MAUR;650309;"{""type"": ""Point"", ""coordinates"": [2.374579999274907, 48.86860999842067]}";48.8686099984, 2.37457999927
Propreté;Malpropreté des mobiliers de collecte des déchets:Corbeille de rue débordante;39 quai d'orsay ,75007 PARIS;75007;Paris 7;7.0;2012-12-05T02:00:00+01:00;2012;12;663.0;S;DPE;INVALIDES;650314;"{""type"": ""Point"", ""coordinates"": [2.312552003991817, 48.86269999583568]}";48.8626999958, 2.31255200399
Mobiliers urbains dégradés (arrachés, cassés, tordus, bancals, en panne... );Mobiliers de protection :Potelet, barrière ou garde-corps;27 rue de la glacière, 75013 PARIS;75013;Paris 13;13.0;2012-08-03T04:00:00+02:00;2012;8;78.0;S;DVD;CROULEBARBE;261578;"{""type"": ""Point"", ""coordinates"": [2.344909703418829, 48.833918101152086]}";48.8339181012, 2.34490970342
Objets abandonnés;Objets entrant dans plusieurs catégories;123 rue nationale ,75013 PARIS;75013;Paris 13;13.0;2012-08-27T04:00:00+02:00;2012;8;428.0;S;Ramen en tant que prestataire de DansMaRue;NATIONALE - DEUX MOULINS;261585;"{""type"": ""Point"", ""coordinates"": [2.364546997879673, 48.829979999047005]}";48.829979999, 2.36454699788
Propreté;Malpropreté du sol:Déchets divers épars;63 rue dunois ,75013 PARIS;75013;Paris 13;13.0;2012-08-31T04:00:00+02:00;2012;8;542.0;S;DPE;DUNOIS - BIBLIOTHEQUE - JEANNE-D'ARC;261590;"{""type"": ""Point"", ""coordinates"": [2.366783006207263, 48.83244300237617]}";48.8324430024, 2.36678300621
Objets abandonnés;Portes, fenêtres, volets, vitres et sanitaires;110 rue jeanne d'arc ,75013 PARIS;75013;Paris 13;13.0;2012-09-03T04:00:00+02:00;2012;9;8.0;S;Ramen en tant que prestataire de DansMaRue;SALPETRIERE - AUSTERLITZ;261591;"{""type"": ""Point"", ""coordinates"": [2.361834993641216, 48.83460600156599]}";48.8346060016, 2.36183499364
Objets abandonnés;Meubles et éléments de décoration;23-25 rue saint-ferdinand, 75017 PARIS;75017;Paris 17;17.0;2012-09-03T04:00:00+02:00;2012;9;13.0;S;Ramen en tant que prestataire de DansMaRue;TERNES - MAILLOT;261592;"{""type"": ""Point"", ""coordinates"": [2.289210706315787, 48.878385099383735]}";48.8783850994, 2.28921070632
Objets abandonnés;Meubles et éléments de décoration;60 boulevard de l'hôpital ,75013 PARIS;75013;Paris 13;13.0;2012-08-31T04:00:00+02:00;2012;8;551.0;S;Ramen en tant que prestataire de DansMaRue;SALPETRIERE - AUSTERLITZ;261594;"{""type"": ""Point"", ""coordinates"": [2.3601749998078922, 48.83817699962648]}";48.8381769996, 2.36017499981
Propreté;Malpropreté du sol:Déchets divers épars;37 rue jenner ,75013 PARIS;75013;Paris 13;13.0;2012-09-07T04:00:00+02:00;2012;9;145.0;S;DPE;SALPETRIERE - AUSTERLITZ;261601;"{""type"": ""Point"", ""coordinates"": [2.362034996047901, 48.83536000114487]}";48.8353600011, 2.36203499605
Objets abandonnés;Objets entrant dans plusieurs catégories;8 rue du lieuvin ,75015 PARIS;75015;Paris 15;15.0;2012-09-25T04:00:00+02:00;2012;9;609.0;S;Ramen en tant que prestataire de DansMaRue;GEORGES BRASSENS;261610;"{""type"": ""Point"", ""coordinates"": [2.305360994217687, 48.83130599690839]}";48.8313059969, 2.30536099422
Objets abandonnés;Objets entrant dans plusieurs catégories;2-8 square léon guillot ,75015 PARIS;75015;Paris 15;15.0;2012-09-26T04:00:00+02:00;2012;9;667.0;S;Ramen en tant que prestataire de DansMaRue;GEORGES BRASSENS;261611;"{""type"": ""Point"", ""coordinates"": [2.300211000367771, 48.83479999686091]}";48.8347999969, 2.30021100037
Objets abandonnés;Meubles et éléments de décoration;24 rue auguste chabrières ,75015 PARIS;75015;Paris 15;15.0;2012-09-28T04:00:00+02:00;2012;9;722.0;S;Ramen en tant que prestataire de DansMaRue;VAUGIRARD - PARC DES EXPOSITIONS;261614;"{""type"": ""Point"", ""coordinates"": [2.289598005090935, 48.8345830014635]}";48.8345830015, 2.28959800509
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;34 avenue théophile gautier ,75016 PARIS;75016;Paris 16;16.0;2012-10-25T04:00:00+02:00;2012;10;659.0;S;DVD;AUTEUIL NORD;261623;"{""type"": ""Point"", ""coordinates"": [2.271723999995471, 48.84983399744564]}";48.8498339974, 2.271724
Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur immeuble, mur ou commerce;2-12 passage josseaume ,75020 PARIS;75020;Paris 20;20.0;2012-10-26T04:00:00+02:00;2012;10;716.0;S;DPE;PERE LACHAISE - REUNION;261626;"{""type"": ""Point"", ""coordinates"": [2.402328994573322, 48.85536999730491]}";48.8553699973, 2.40232899457
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;75 rue léon frot ,75011 PARIS;75011;Paris 11;11.0;2012-10-26T04:00:00+02:00;2012;10;740.0;S;graffitis;LEON BLUM - FOLIE-REGNAULT;261628;"{""type"": ""Point"", ""coordinates"": [2.384877002929593, 48.857242998781636]}";48.8572429988, 2.38487700293
Propreté;Malpropreté du sol:Déchets divers épars;6 place emile landrin ,75020 PARIS;75020;Paris 20;20.0;2012-10-29T02:00:00+01:00;2012;10;795.0;S;DPE;GAMBETTA;261630;"{""type"": ""Point"", ""coordinates"": [2.400442002785395, 48.86424599738551]}";48.8642459974, 2.40044200279
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;36 rue dussoubs ,75002 PARIS;75002;Paris 2;2.0;2012-10-30T02:00:00+01:00;2012;10;988.0;S;graffitis;MONTORGUEIL - SAINT-DENIS;261632;"{""type"": ""Point"", ""coordinates"": [2.349343999999011, 48.86666999710943]}";48.8666699971, 2.349344
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;18-20 rue saint-bernard ,75011 PARIS;75011;Paris 11;11.0;2012-10-30T02:00:00+01:00;2012;10;912.0;S;graffitis;BASTILLE - POPINCOURT;261634;"{""type"": ""Point"", ""coordinates"": [2.381708998549855, 48.851672995493146]}";48.8516729955, 2.38170899855
Graffitis, tags, affiches et autocollants;... sur corbeille à déchets et mobilier urbain;30 rue du surmelin ,75020 PARIS;75020;Paris 20;20.0;2012-10-31T02:00:00+01:00;2012;10;1177.0;S;DPE;GAMBETTA;261637;"{""type"": ""Point"", ""coordinates"": [2.404119999879541, 48.86823699711303]}";48.8682369971, 2.40411999988
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;17-19 rue de la petite pierre ,75011 PARIS;75011;Paris 11;11.0;2012-10-31T02:00:00+01:00;2012;10;1250.0;S;graffitis;NATION - ALEXANDRE DUMAS;261638;"{""type"": ""Point"", ""coordinates"": [2.389635994664185, 48.8552799971291]}";48.8552799971, 2.38963599466
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;16 rue du chevalier de la barre ,75018 PARIS;75018;Paris 18;18.0;2012-11-06T02:00:00+01:00;2012;11;261.0;S;graffitis;MONTMARTRE;261648;"{""type"": ""Point"", ""coordinates"": [2.345376004261964, 48.88744400210071]}";48.8874440021, 2.34537600426
Propreté;Malpropreté des mobiliers de collecte des déchets:Corbeille de rue débordante;3 avenue jean jaurès ,75019 PARIS;75019;Paris 19;19.0;2012-11-06T02:00:00+01:00;2012;11;384.0;S;DPE;BASSIN DE LA VILLETTE;261650;"{""type"": ""Point"", ""coordinates"": [2.37115399446559, 48.883262995268616]}";48.8832629953, 2.37115399447
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;50 rue popincourt ,75011 PARIS;75011;Paris 11;11.0;2012-11-09T02:00:00+01:00;2012;11;1156.0;S;graffitis;REPUBLIQUE - SAINT-AMBROISE;261659;"{""type"": ""Point"", ""coordinates"": [2.37581799870284, 48.86001600132023]}";48.8600160013, 2.3758179987
Objets abandonnés;Épave de vélo;2-6 square petrelle ,75009 PARIS;75009;Paris 9;9.0;2012-11-13T02:00:00+01:00;2012;11;1746.0;S;DPSP-CRE;TRUDAINE - MAUBEUGE;261676;"{""type"": ""Point"", ""coordinates"": [2.34932800188386, 48.880721996336995]}";48.8807219963, 2.34932800188
Mobiliers urbains dégradés (arrachés, cassés, tordus, bancals, en panne... );Mobiliers de protection :Potelet, barrière ou garde-corps;72 avenue jean jaurès ,75019 PARIS;75019;Paris 19;19.0;2012-11-13T02:00:00+01:00;2012;11;1827.0;S;DVD;SECRETAN;261681;"{""type"": ""Point"", ""coordinates"": [2.377771993772612, 48.884649997773884]}";48.8846499978, 2.37777199377
Graffitis, tags, affiches et autocollants;... sur corbeille à déchets et mobilier urbain;1-11 avenue rené coty ,75014 PARIS;75014;Paris 14;14.0;2012-11-13T02:00:00+01:00;2012;11;1845.0;S;DPE;MONTSOURIS - DAREAU;261682;"{""type"": ""Point"", ""coordinates"": [2.333338000226972, 48.832577001027126]}";48.832577001, 2.33333800023
Objets abandonnés;Meubles et éléments de décoration;3-13 passage louis philippe ,75011 PARIS;75011;Paris 11;11.0;2012-11-14T02:00:00+01:00;2012;11;1982.0;S;Ramen en tant que prestataire de DansMaRue;BASTILLE - POPINCOURT;261695;"{""type"": ""Point"", ""coordinates"": [2.372737993777382, 48.85386700211703]}";48.8538670021, 2.37273799378
Objets abandonnés;Planches et palettes;12 rue de torcy ,75018 PARIS;75018;Paris 18;18.0;2012-11-15T02:00:00+01:00;2012;11;2214.0;S;Ramen en tant que prestataire de DansMaRue;LA CHAPELLE - MARX DORMOY;261701;"{""type"": ""Point"", ""coordinates"": [2.364231993495259, 48.89121999959884]}";48.8912199996, 2.3642319935
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;2-8 rue duranti ,75011 PARIS;75011;Paris 11;11.0;2012-10-30T02:00:00+01:00;2012;10;1010.0;S;graffitis;LEON BLUM - FOLIE-REGNAULT;261706;"{""type"": ""Point"", ""coordinates"": [2.3823840021046943, 48.86015999547182]}";48.8601599955, 2.3823840021
